wellID,replicate,media,strain,timeTidy,data
Day0Anc_2,1,L-Leucine,Day0Anc,0,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,0.177305556,0.085699998
Day0Anc_2,1,L-Leucine,Day0Anc,0.354611111,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,0.531916667,0.0854
Day0Anc_2,1,L-Leucine,Day0Anc,0.709222222,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,0.886527778,0.085500002
Day0Anc_2,1,L-Leucine,Day0Anc,1.063833333,0.085299999
Day0Anc_2,1,L-Leucine,Day0Anc,1.241138889,0.085500002
Day0Anc_2,1,L-Leucine,Day0Anc,1.418444444,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,1.59575,0.085500002
Day0Anc_2,1,L-Leucine,Day0Anc,1.773055556,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,1.950361111,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,2.127666667,0.085699998
Day0Anc_2,1,L-Leucine,Day0Anc,2.304972222,0.085699998
Day0Anc_2,1,L-Leucine,Day0Anc,2.482277778,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,2.659583333,0.085699998
Day0Anc_2,1,L-Leucine,Day0Anc,2.836888889,0.085699998
Day0Anc_2,1,L-Leucine,Day0Anc,3.014194444,0.085600004
Day0Anc_2,1,L-Leucine,Day0Anc,3.1915,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,3.368805556,0.086400002
Day0Anc_2,1,L-Leucine,Day0Anc,3.546111111,0.086400002
Day0Anc_2,1,L-Leucine,Day0Anc,3.723416667,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,3.900722222,0.086800002
Day0Anc_2,1,L-Leucine,Day0Anc,4.078027778,0.086800002
Day0Anc_2,1,L-Leucine,Day0Anc,4.255333333,0.086999997
Day0Anc_2,1,L-Leucine,Day0Anc,4.432638889,0.0867
Day0Anc_2,1,L-Leucine,Day0Anc,4.609944444,0.086599998
Day0Anc_2,1,L-Leucine,Day0Anc,4.78725,0.086499996
Day0Anc_2,1,L-Leucine,Day0Anc,4.964555556,0.086499996
Day0Anc_2,1,L-Leucine,Day0Anc,5.141861111,0.086499996
Day0Anc_2,1,L-Leucine,Day0Anc,5.319166667,0.086199999
Day0Anc_2,1,L-Leucine,Day0Anc,5.496472222,0.085900001
Day0Anc_2,1,L-Leucine,Day0Anc,5.673777778,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,5.851083333,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,6.028388889,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,6.205694444,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,6.383,0.086400002
Day0Anc_2,1,L-Leucine,Day0Anc,6.560305556,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,6.737611111,0.086199999
Day0Anc_2,1,L-Leucine,Day0Anc,6.914916667,0.086000003
Day0Anc_2,1,L-Leucine,Day0Anc,7.092222222,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,7.269527778,0.086000003
Day0Anc_2,1,L-Leucine,Day0Anc,7.446833333,0.086400002
Day0Anc_2,1,L-Leucine,Day0Anc,7.624138889,0.086199999
Day0Anc_2,1,L-Leucine,Day0Anc,7.801444444,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,7.97875,0.086199999
Day0Anc_2,1,L-Leucine,Day0Anc,8.156055556,0.085900001
Day0Anc_2,1,L-Leucine,Day0Anc,8.333361111,0.086000003
Day0Anc_2,1,L-Leucine,Day0Anc,8.510666667,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,8.687972222,0.086000003
Day0Anc_2,1,L-Leucine,Day0Anc,8.865277778,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,9.042583333,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,9.219888889,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,9.397194444,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,9.5745,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,9.751805556,0.086300001
Day0Anc_2,1,L-Leucine,Day0Anc,9.929111111,0.086099997
Day0Anc_2,1,L-Leucine,Day0Anc,10.10641667,0.086199999
Day0Anc_2,1,L-Leucine,Day0Anc,10.28372222,0.086499996
Day0Anc_2,1,L-Leucine,Day0Anc,10.46102778,0.086800002
Day0Anc_2,1,L-Leucine,Day0Anc,10.63833333,0.086499996
Day0Anc_2,1,L-Leucine,Day0Anc,10.81563889,0.0867
Day0Anc_2,1,L-Leucine,Day0Anc,10.99294444,0.086599998
Day0Anc_2,1,L-Leucine,Day0Anc,11.17025,0.086900003
Day0Anc_2,1,L-Leucine,Day0Anc,11.34755556,0.087099999
Day0Anc_2,1,L-Leucine,Day0Anc,11.52486111,0.086599998
Day0Anc_2,1,L-Leucine,Day0Anc,11.70216667,0.087099999
Day0Anc_2,1,L-Leucine,Day0Anc,11.87947222,0.087300003
Day0Anc_2,1,L-Leucine,Day0Anc,12.05677778,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,12.23408333,0.087099999
Day0Anc_2,1,L-Leucine,Day0Anc,12.41138889,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,12.58869444,0.087099999
Day0Anc_2,1,L-Leucine,Day0Anc,12.766,0.087300003
Day0Anc_2,1,L-Leucine,Day0Anc,12.94330556,0.087300003
Day0Anc_2,1,L-Leucine,Day0Anc,13.12061111,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,13.29791667,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,13.47522222,0.087499999
Day0Anc_2,1,L-Leucine,Day0Anc,13.65252778,0.087200001
Day0Anc_2,1,L-Leucine,Day0Anc,13.82983333,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,14.00713889,0.087200001
Day0Anc_2,1,L-Leucine,Day0Anc,14.18444444,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,14.36175,0.087499999
Day0Anc_2,1,L-Leucine,Day0Anc,14.53905556,0.0876
Day0Anc_2,1,L-Leucine,Day0Anc,14.71636111,0.0876
Day0Anc_2,1,L-Leucine,Day0Anc,14.89366667,0.087399997
Day0Anc_2,1,L-Leucine,Day0Anc,15.07097222,0.087300003
Day0Anc_2,1,L-Leucine,Day0Anc,15.24827778,0.0876
Day0Anc_2,1,L-Leucine,Day0Anc,15.42558333,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,15.60288889,0.0876
Day0Anc_2,1,L-Leucine,Day0Anc,15.78019444,0.0876
Day0Anc_2,1,L-Leucine,Day0Anc,15.9575,0.087800004
Day0Anc_2,1,L-Leucine,Day0Anc,16.13480556,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,16.31211111,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,16.48941667,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,16.66672222,0.087800004
Day0Anc_2,1,L-Leucine,Day0Anc,16.84402778,0.087800004
Day0Anc_2,1,L-Leucine,Day0Anc,17.02133333,0.087800004
Day0Anc_2,1,L-Leucine,Day0Anc,17.19863889,0.087899998
Day0Anc_2,1,L-Leucine,Day0Anc,17.37594444,0.088
Day0Anc_2,1,L-Leucine,Day0Anc,17.55325,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,17.73055556,0.087700002
Day0Anc_2,1,L-Leucine,Day0Anc,17.90786111,0.088
Day0Anc_2,1,L-Leucine,Day0Anc,18.08516667,0.088100001
Day0Anc_2,1,L-Leucine,Day0Anc,18.26247222,0.088
Day0Anc_2,1,L-Leucine,Day0Anc,18.43977778,0.087899998
Day0Anc_2,1,L-Leucine,Day0Anc,18.61708333,0.087899998
Day0Anc_2,1,L-Leucine,Day0Anc,18.79438889,0.087899998
