expID,plate,strain,carbonSource,growthRate,maxLnOD,lagPhase
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Raffinose",0.0316929584602126,-1.64973919170788,0.177277777777778
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Salicin",0.0568529444673971,-1.68794013684966,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Sedoheptulosan",0.0459380607604973,-1.65600555899114,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","L-Sorbose",0.0551475947378592,-1.6628386588559,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Stachyose",0.033370050602413,-1.68039703042506,0.354555555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","D-Tagatose",0.118459910650139,-1.66812688906205,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Turanose",0.0562222196892199,-1.61043841479627,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Xylitol",0.0751165001901661,-1.6362953528891,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","N-Acetyl-D-Glucosaminitol",0.116024077001741,-1.67025006804636,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","gamma-Amino Butyric Acid",0.123402963188709,-0.499226498920531,0.354555555555556
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","delta-Amino Valeric Acid",0.13355781871945,-0.670212174977983,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Butyric Acid",0.137819528032227,-0.892818368702388,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Capric Acid",0.191552580211565,-0.641503972766968,0.531833333333333
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Caproic Acid",0.234479918406358,-0.745493659927229,0
"biolog_growth_curves_2016_08_29_Day0Anc_PM2_LJD","PM2","Day0Anc","Citraconic Acid",0.0629196594932672,-1.4889917407582,0
